start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country,
124.107.125.64,124.107.125.64,124.107.0.0,2-5711471_CANOPY HOME PHILIPPINES CO INC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.9.55.160,104.9.55.255,104.9.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.91.115.0,116.91.115.255,116.91.0.0,"GMO Internet,Inc.",gmo.jp,isp,AS2519,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
122.52.218.156,122.52.218.156,122.52.0.0,CBGDVO2021032615794_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
102.177.107.32,102.177.107.39,102.177.0.0,/29 OSPF network for wireless PTP between bots and helderberg.,forcetelecoms.co.za,isp,AS328251,Apalis Trade PTY (LTD) T/A Force Telecoms,forcetelecoms.co.za,isp,ZA,
12.216.242.160,12.216.242.167,12.216.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.54.253.196,122.54.253.227,122.54.0.0,1-149LP7W_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
114.156.254.144,114.156.254.151,114.156.0.0,NTT Communications Corporation,ntt.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP,
119.73.169.96,119.73.169.111,119.73.0.0,OPTIONS FINANCIAL TECHNOLOGY PTE LTD,options-it.com,business,AS3758,SingNet,singnet.com.sg,isp,SG,
12.208.116.56,12.208.116.63,12.208.0.0,GLOBAL DATA SYSTEMS INC-LHC G,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.37.49.0,113.37.49.63,113.37.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
103.82.249.0,103.82.249.255,103.82.0.0,ThaiEasyVPS,thvps.com,hosting,AS63989,DE-CORP,thvps.com,hosting,US,
115.147.34.156,115.147.34.156,115.147.0.0,SMEBNN2021092032319_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.184.93.208,12.184.93.215,12.184.0.0,UNIVERSAL LOGISTICS GROUP,univlogistics.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.32.120.152,113.32.120.183,113.32.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.20.138.232,12.20.138.255,12.20.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
118.175.78.118,118.175.78.118,118.175.0.0,TOT PLC Broadband CustomerID 043884058 Thailand,tot.co.th,isp,AS23969,TOT Public Company Limited,ntplc.co.th,isp,TH,
124.106.70.173,124.106.70.173,124.106.0.0,CBGJUP2018071077239_SMART COMMUNICATIONS INC.,smart.com.ph,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.179.75.96,12.179.75.127,12.179.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.184.244.72,12.184.244.79,12.184.0.0,6TH AVENUE PERIODONTICS,6thavenuedentistry.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
111.68.116.224,111.68.116.239,111.68.0.0,IIXMEDIA,iixmedia.com,business,AS45287,"Varnion Technology Semesta, PT",varnion.com,isp,ID,
12.207.148.16,12.207.148.31,12.207.0.0,APPIA COMMUNICATIONS INC-TECH,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.195.236.0,103.195.239.255,103.195.0.0,AZ VIET NAM COMMUNICATIONS TECHNOLOGY COMPANY LIMITED,dulieuaz.vn,business,AS18403,FPT Telecom Company,fpt.vn,isp,VN,
12.16.77.168,12.16.77.231,12.16.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
118.102.173.0,118.102.173.3,118.102.0.0,DWL- PXLTECH,aircel.co.in,isp,,,,unknown,IN,
12.226.61.33,12.226.61.33,12.226.0.0,KOHLS CORPORATION,kohls.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.147.26.172,115.147.26.172,115.147.0.0,SMEAMD2021083114615_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.105.119.238,124.105.119.238,124.105.0.0,SMESDE2022050614532_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.220.144.128,122.220.144.143,122.220.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
108.168.194.49,108.168.194.49,108.168.0.0,VerticalScope Inc,verticalscope.com,business,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,CA,
12.199.44.216,12.199.44.223,12.199.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.61.2,124.105.61.2,124.105.0.0,18-4037849_REGTA L PICHAY,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.179.35.240,12.179.35.247,12.179.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.187.220.176,12.187.220.183,12.187.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.41.43.192,113.41.43.199,113.41.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.111.54.152,12.111.54.159,12.111.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.62.188.160,104.62.188.247,104.62.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.13.230.48,108.13.230.55,108.13.0.0,"Frontier Communications of America, Inc.",frontier.com,isp,AS5650,"Frontier Communications of America, Inc.",frontier.com,isp,US,
107.222.75.96,107.222.75.103,107.222.0.0,Barry Ward03132013155754322,barryward.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.61.68.104,108.61.68.119,108.61.0.0,"The Constant Company, LLC",constant.com,hosting,AS20473,"The Constant Company, LLC",constant.com,hosting,US,
118.159.190.88,118.159.190.91,118.159.0.0,KDDI CORPORATION,kddi.ne.jp,isp,AS2516,KDDI CORPORATION,kddi.com,isp,JP,
103.7.165.226,103.7.165.242,103.7.0.0,Ninefold_Public-165,ninefold.com,business,AS17477,Macquarie Telecom,macquariedatacentres.com,isp,AU,
116.12.176.160,116.12.176.175,116.12.0.0,COLLYER SHIPPING PTE LTD,collyer.biz,business,AS3758,SingNet,singnet.com.sg,isp,SG,
12.71.140.32,12.71.140.39,12.71.0.0,EVERCOM INC.,evercom.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.107.119.0,124.107.119.7,124.107.0.0,18-4091543_Digital Paradise Inc.-BA-650052412,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.152.40.246,107.152.40.246,107.152.0.0,na,amanah.com,business,AS11878,"tzulo, inc.",tzulo.com,hosting,,
122.52.199.125,122.52.199.125,122.52.0.0,CBGDAS2019051008725_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.194.5.136,107.194.5.151,107.194.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.33.145.32,113.33.145.35,113.33.0.0,"TAC Co., Ltd.",tac-school.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
107.222.168.72,107.222.168.135,107.222.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.226.226.60,122.226.226.63,122.226.0.0,"Yiwu Woju Real Estate Brokerage Co., Ltd.",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.148.130.144,12.148.130.159,12.148.0.0,CHRISTIAN LIFE CHURCH,christianlife.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.22.83,119.93.22.83,119.93.0.0,BGCSN2018052825674_BANK,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.213.203.160,107.213.203.231,107.213.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.239.182.104,115.239.182.107,115.239.0.0,ShaoXing PaoJiangXiangGuangHotel,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.178.22.184,12.178.23.7,12.178.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.107.64.64,12.107.64.71,12.107.0.0,TWIN DRAGON MARKETING,phoenixla.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
121.97.52.0,121.97.52.127,121.97.0.0,BayanTel Broadband -,bayantel.com.ph,isp,AS6648,"Bayan Telecommunications, Inc.",globe.com.ph,isp,PH,
12.234.238.192,12.234.238.223,12.234.0.0,ADVANCED MEDICAL OPTICS,amo-inc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
102.223.104.0,102.223.104.255,102.223.0.0,MikroTIkSA Client Assignments,mikrotiksa.com,business,AS328633,MikroTikSA Networks CC,mikrotiksa.com,business,ZA,
108.201.250.64,108.201.250.71,108.201.0.0,RAY-140624114844,raycompany.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.181.184.128,12.181.184.255,12.181.0.0,PEARSON EDUCATION TECHNOLOGY,pearson.com,education,AS7018,"AT&T Services, Inc.",att.com,isp,US,
102.217.112.0,102.217.115.255,102.217.0.0,Vodafone Data,vodafone.com,isp,AS24835,Vodafone Data,vodafone.com,isp,EG,
124.106.224.236,124.106.224.236,124.106.0.0,SMEPNB2020111193354_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.214.43.16,12.214.43.79,12.214.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.52.191.171,122.52.191.171,122.52.0.0,SMEGPK2021031729432_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.227.75.64,122.227.75.67,122.227.0.0,JiuYangGuangDian,qzptt.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.160.127.68,122.160.127.71,122.160.0.0,N/A,oldworldhospitality.com,business,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN,
12.188.117.0,12.188.117.15,12.188.0.0,"POINT MANAGEMENT, IN",pointminden.de,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.238.3.48,12.238.3.55,12.238.0.0,EASTERN STAR CHURCH,easternstarchurch.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.216.110.32,12.216.110.39,12.216.0.0,HAMPTON INN DOWNTOWN,zumantukihun.gq,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.222.239.144,108.222.239.151,108.222.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.3.18.240,104.3.18.247,104.3.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.206.19.64,12.206.19.79,12.206.0.0,MAU WORKFORCE,mau.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.168.7.128,104.168.7.159,104.168.0.0,ColoCrossing,colocrossing.com,hosting,AS36352,ColoCrossing,colocrossing.com,hosting,US,
119.93.169.45,119.93.169.45,119.93.0.0,44-7945227_UNGAMING ZONE INTERNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.0.154.144,12.0.154.151,12.0.0.0,"MOON DISTRIBUTORS, INC.",moondist.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.224.226.224,122.224.226.231,122.224.0.0,CHINANET-ZJ Hangzhou node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
107.152.124.180,107.152.124.183,107.152.0.0,"Alaska Communications Systems Group, Inc.",alaskacommunications.com,isp,AS7782,"Alaska Communications Systems Group, Inc.",alaskacommunications.com,isp,US,
108.89.234.200,108.89.234.207,108.89.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.163.9.128,109.163.9.255,109.163.0.0,A 1 AGDERNETT AS,agdernett.no,business,AS25400,Telia Norge AS,chess.no,isp,NO,
12.133.136.136,12.133.136.143,12.133.0.0,ALTCARE INC,the-creeks.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.9.112.128,103.9.112.191,103.9.0.0,Google GGC Aamra Dac1,aamra.com.bd,business,AS58601,Aamra technologies limited,aamratechnologies.com,business,BD,
12.161.40.208,12.161.40.223,12.161.0.0,"ACCESS MEDIA 3, INC",am3inc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.227.232.96,122.227.232.99,122.227.0.0,CHINANET-ZJ Ningbo node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
108.170.82.72,108.170.82.95,108.170.0.0,Cablevision Systems Corp.,cablevision.com,isp,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US,
112.111.141.66,112.111.141.66,112.111.0.0,ZhongShanLuXiaKeXingWangBa--CORP,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
122.156.164.76,122.156.164.76,122.156.0.0,Heihe Zheng wen xian,vip.hl.cn,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
110.164.188.0,110.164.255.255,110.164.0.0,3BB Broadband Internet service provider in Thailand,3bb.co.th,isp,AS45629,JasTel Network International Gateway,jastel.co.th,isp,TH,
107.150.40.8,107.150.40.31,107.150.0.0,"Nocix, LLC",nocix.net,hosting,AS33387,"Nocix, LLC",nocix.net,hosting,US,
122.54.129.77,122.54.129.77,122.54.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.0.248.16,12.0.248.23,12.0.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.106.83.208,12.106.83.223,12.106.0.0,CHARMILLES TECHNOLOGY,charmillesus.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.37.40.200,12.37.40.207,12.37.0.0,"BEST BUY CO, INC.",bestbuy.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.12.175.192,116.12.175.207,116.12.0.0,TELAIR INTERNATIONAL SERVICES PTE LTD,telair.com.sg,business,AS3758,SingNet,singnet.com.sg,isp,SG,
124.107.185.77,124.107.185.93,124.107.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.52.136.176,122.52.136.183,122.52.0.0,18-3399907_NET XPRESS,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.241.90.48,108.241.90.55,108.241.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.230.137.80,12.230.137.87,12.230.0.0,COTHERN COMPUTER SYSTEMS,ccslink.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.231.113.232,115.231.113.235,115.231.0.0,Zhang zhiguo,zgzhang-lab.net,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
115.147.16.150,115.147.16.150,115.147.0.0,SMEGPK2021073020093_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.106.43.93,124.106.43.93,124.106.0.0,SMEKAT2018062851365_BANK,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.54.219.79,122.54.219.79,122.54.0.0,2-7095470_H CAPARAS INTERNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.18.143.224,12.18.144.23,12.18.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.227.28.200,122.227.28.203,122.227.0.0,CHINANET-ZJ Jinhua node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
107.167.15.192,107.167.15.199,107.167.0.0,Sharktech,sharktech.net,hosting,AS46844,Sharktech,sharktech.net,hosting,VN,
122.52.134.194,122.52.134.194,122.52.0.0,RBGCOT2016042582005_BANGSAMORO DEVELOPMENT AGENCY,bda.org.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.51.146.16,12.51.146.23,12.51.0.0,SBC IS WIFI OPERATIONS,sbc.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.160.171.152,122.160.171.159,122.160.0.0,SWISS_AGENCY_FOR_DEVELOPMENT_AND_COOPERATION_,airtel.in,isp,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN,
12.28.45.32,12.28.45.39,12.28.0.0,RE-SORT SOLUTIONS,re-sortsolutions.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.49.142.216,12.49.142.223,12.49.0.0,MARIES AUTO PARTS,mariesauto.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
112.91.151.64,112.91.151.71,112.91.0.0,"ShangHaiYiYueWangLuoKeJiFaZhanYouXianGongSi, Zhuhai, Guangdong province",chinaunicom.cn,isp,AS17816,China Unicom  IP network China169 Guangdong province,chinaunicom.cn,isp,CN,
109.235.249.216,109.235.249.223,109.235.0.0,DGN Teknoloji Anonim Sirketi,dgn.net.tr,hosting,AS43260,DGN TEKNOLOJI A.S.,dgn.net.tr,hosting,TR,
124.104.138.16,124.104.138.19,124.104.0.0,18-4061611_BROADLINE SOLUTIONS INC,broadlinesolutions.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.69.17.80,12.69.17.87,12.69.0.0,SPACENET-NOODLES LS,space.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.106.212.115,124.106.212.115,124.106.0.0,CBGBLR2020111194401_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.166.87.8,12.166.87.31,12.166.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
114.255.90.64,114.255.90.127,114.255.0.0,BXDFTU,bta.net.cn,isp,AS4808,China Unicom Beijing Province Network,chinaunicom.cn,isp,CN,
12.71.57.112,12.71.57.119,12.71.0.0,OMNI ENERGY SERVICES CORP.,omnienergy.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.7.93.200,107.7.93.207,107.7.0.0,Windstream Communications LLC,windstream.com,isp,AS7029,Windstream Communications LLC,windstream.com,isp,US,
12.155.201.216,12.155.201.223,12.155.0.0,COOSA VALLEY FEDERAL CREDIT UNIO,uc-it.us,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.37.55.152,12.37.55.159,12.37.0.0,"FRONTIER WASTE SERVICE, INC",frontierwaste.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.32.99.216,12.32.99.223,12.32.0.0,ATT MIS IP-ATT LABS-MNS-TAMPA,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.251.72.192,103.251.72.207,103.251.0.0,READING-A192,reading-creaters.biz,business,AS2514,"NTT PC Communications, Inc.",nttpc.co.jp,isp,JP,
109.247.238.104,109.247.238.111,109.247.0.0,Netsolution Vestfold og Telemark AS,netsolution.no,business,AS29695,Altibox AS,altibox.no,isp,NO,
124.106.237.40,124.106.237.40,124.106.0.0,SMESPC2021012165439_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.166.62.48,122.166.62.51,122.166.0.0,ADJUG,adjuggler.com,business,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN,
124.105.67.3,124.105.67.3,124.105.0.0,SMESFP2016111182439_THIRD LINE FOODS CORPORATION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.105.204.76,124.105.204.76,124.105.0.0,CBGDGT2020012903887_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.107.191.49,124.107.191.49,124.107.0.0,SMEGNT2018092897598_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
121.31.113.152,121.31.113.159,121.31.0.0,XiangShanQuKaiFengLu90Hao,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
109.2.218.208,109.2.218.215,109.2.0.0,Static IP,metalifer.fr,business,AS15557,Societe Francaise Du Radiotelephone - SFR SA,sfr.fr,isp,FR,
122.187.126.151,122.187.126.151,122.187.0.0,BHARTI TELENET LTD. NEW DELHI,airtel.in,isp,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN,
115.239.184.156,115.239.184.159,115.239.0.0,Zhejiang Zhongjie Guandao LTD,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
107.199.129.40,107.199.129.55,107.199.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.127.82,122.3.127.86,122.3.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.52.247.229,122.52.247.229,122.52.0.0,18-4135070_ENSR INTERNATIONAL PHILS INC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.221.101.96,107.221.101.111,107.221.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
101.231.125.8,101.231.125.11,101.231.0.0,Peng Yuan (Shanghai) Business Management Consulting,chinatelecom.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
107.212.226.0,107.212.226.23,107.212.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.211.109.0,122.211.109.7,122.211.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
122.187.33.216,122.187.33.219,122.187.0.0,H.G. INFRA ENGINEERING LIMITED,hginfra.com,business,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN,
122.52.62.116,122.52.62.116,122.52.0.0,CBGTNN2022022365599_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.171.30.240,12.171.30.247,12.171.0.0,NEW YORK LIFE INSURANCEATTN,newyorklife.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.214.92.192,122.214.92.223,122.214.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.209.57.136,12.209.57.143,12.209.0.0,"SOUTHEAST AUCTION COMPANY, IN",jjtelephone.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.49.60,124.105.49.60,124.105.0.0,2-5516732_XAVERIUS TRAVEL INCORPORATED,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.35.135.208,12.35.135.215,12.35.0.0,FLORIDA HEALTH SOLUTION,floridahealthsolution.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.156.170.39,122.156.170.41,122.156.0.0,China Unicom Heilongjiang Province Network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.209.91.128,12.209.91.143,12.209.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.174.227.32,107.174.227.47,107.174.0.0,RackNerd LLC,racknerd.asia,business,AS36352,ColoCrossing,colocrossing.com,hosting,US,
107.143.183.240,107.143.183.255,107.143.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.198.11.136,107.198.11.151,107.198.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.36.68.208,12.36.68.215,12.36.0.0,AIRESPRING-AJ OSTER LLC - CAR,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.209.97.8,12.209.97.15,12.209.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.2.247.64,12.2.247.71,12.2.0.0,CALIFORNIA WATER SERVICE COMP,calwater.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
101.231.118.220,101.231.119.3,101.231.0.0,CHINANET SHANGHAI PROVINCE NETWORK,chinatelecom.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
119.81.252.224,119.81.252.255,119.81.0.0,Teridion,teridion.com,business,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,IL,
109.26.222.192,109.26.222.199,109.26.0.0,Static IP,cornet.fr,business,AS15557,Societe Francaise Du Radiotelephone - SFR SA,sfr.fr,isp,FR,
12.49.42.128,12.49.42.135,12.49.0.0,JM WOOD AUCTION,jmwood.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.33.85.24,113.33.85.31,113.33.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.5.18.224,12.5.22.159,12.5.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.179.62.104,12.179.62.107,12.179.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.34.74.192,113.34.74.199,113.34.0.0,MEGACHIPS,megachips.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
114.23.96.144,114.23.101.255,114.23.0.0,Christchurch Network,voyager.nz,isp,AS56030,Voyager Internet Ltd.,voyager.nz,isp,NZ,
107.130.58.200,107.130.58.207,107.130.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.55.247.64,122.55.247.67,122.55.0.0,1-12Z577U_H&M HENNES & MAURITZ INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.239.247.48,12.239.247.55,12.239.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.217.33.160,122.217.33.175,122.217.0.0,broadgate,broadgateinc.com,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
115.239.233.144,115.239.233.151,115.239.0.0,Shaoxing Housing Fund Manage Center,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
