start_ip,end_ip,join_key,asn,domain,name,type,country
2a0b:d440:4000::,2a0b:d440:7fff:ffff:ffff:ffff:ffff:ffff,2a0b:d440:4000::,AS204586,bakkerspees.nl,Bakker & Spees BV,business,NL
2a02:26f7:bb08::,2a02:26f7:bb08:ffff:ffff:ffff:ffff:ffff,2a02:26f7:8000::,AS36183,akamai.com,"Akamai Technologies, Inc.",isp,US
2a0e:6c45:8000::,2a0e:6c45:bfff:ffff:ffff:ffff:ffff:ffff,2a0e:6c45:8000::,AS37221,africonnect.co.zm,Zambia Internet Exchange Point,business,ZM
240a:c5b7:c000::,240a:c5b7:ffff:ffff:ffff:ffff:ffff:ffff,240a:c5b7:c000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2601:769:8000::,2601:769:bfff:ffff:ffff:ffff:ffff:ffff,2601:769:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2804:22a0:c000::,2804:22a0:ffff:ffff:ffff:ffff:ffff:ffff,2804:22a0:c000::,AS264112,camon.com.br,CAMON PROVEDOR,isp,BR
240c:4324:c000::,240c:4324:ffff:ffff:ffff:ffff:ffff:ffff,240c:4324:c000::,AS38365,baidu.com,"Beijing Baidu Netcom Science and Technology Co., Ltd.",hosting,CN
45.140.145.0,45.140.145.255,45.140.0.0,AS49612,ddos-guard.net,DDOS-GUARD LTD,business,RU
240a:c03e::,240a:c03e:3fff:ffff:ffff:ffff:ffff:ffff,240a:c03e::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2603:302b:4000::,2603:302b:7fff:ffff:ffff:ffff:ffff:ffff,2603:302b:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
91.228.101.0,91.228.101.255,91.228.0.0,AS29551,aixit.com,Aixit GmbH,isp,DE
240c:cec4::,240c:cec4:3fff:ffff:ffff:ffff:ffff:ffff,240c:cec4::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
240d:41ff:c000::,240d:41ff:ffff:ffff:ffff:ffff:ffff:ffff,240d:41ff:c000::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
2a07:c180:8000::,2a07:c180:bfff:ffff:ffff:ffff:ffff:ffff,2a07:c180:8000::,AS64442,securitas.ch,Securitas AG Schweizerische Bewachungsgesellschaft,business,CH
45.91.72.0,45.91.72.255,45.91.0.0,AS174,cogentcomm.biz,Cogent Communications,isp,US
2a12:ba07:c000::,2a12:ba07:ffff:ffff:ffff:ffff:ffff:ffff,2a12:ba07:c000::,AS204790,floccus.io,Falco ISP Services B.V.,business,NL
2a01:1049::,2a01:1049:3fff:ffff:ffff:ffff:ffff:ffff,2a01:1049::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
204.116.54.0,204.116.54.255,204.116.0.0,AS14615,comporium.com,"Comporium, Inc",isp,US
71.0.64.0,71.0.82.255,71.0.0.0,AS209,lumen.com,"CenturyLink Communications, LLC",isp,US
2a00:33f:c000::,2a00:33f:ffff:ffff:ffff:ffff:ffff:ffff,2a00:33f:c000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
76.78.136.0,76.78.137.255,76.78.0.0,AS22773,cox.com,Cox Communications Inc.,isp,US
2001:895a:4000::,2001:895a:7fff:ffff:ffff:ffff:ffff:ffff,2001:895a:4000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a10:38c4:8000::,2a10:38c4:bfff:ffff:ffff:ffff:ffff:ffff,2a10:38c4:8000::,AS204790,floccus.io,Falco ISP Services B.V.,business,NL
2600:40ff:fcfe::,2600:40ff:ff0f:ffff:ffff:ffff:ffff:ffff,2600:40ff:c000::,AS701,verizonbusiness.com,Verizon Business,isp,US
45.191.100.0,45.191.103.255,45.191.0.0,AS269877,7net.cl,SERVICIO DE TELECOMUNICACIONES 7NET LIMITADA,isp,CL
2603:2015:4000::,2603:2015:7fff:ffff:ffff:ffff:ffff:ffff,2603:2015:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a07:2fc1::,2a07:2fc1:3fff:ffff:ffff:ffff:ffff:ffff,2a07:2fc1::,AS41337,panbet.com,Panserve Limited,business,GB
2a04:8904::,2a04:8904:3fff:ffff:ffff:ffff:ffff:ffff,2a04:8904::,AS38938,s-w-w.com,SWW Wunsiedel GmbH,isp,DE
23.52.144.0,23.52.169.255,23.52.0.0,AS16625,akamai.com,"Akamai Technologies, Inc.",isp,US
85.101.52.0,85.101.55.255,85.101.0.0,AS47331,ttnet.com.tr,TTNet A.S.,isp,TR
195.14.11.0,195.14.11.255,195.14.0.0,AS39014,kamis.pl,MCCORMICK POLSKA SA,business,PL
2603:f0ce:c000::,2603:f0ce:ffff:ffff:ffff:ffff:ffff:ffff,2603:f0ce:c000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2a02:dd8::,2a02:dd8:3fff:ffff:ffff:ffff:ffff:ffff,2a02:dd8::,AS8778,slovanet.net,Slovanet a.s.,isp,SK
2603:30f5:8000::,2603:30f5:bfff:ffff:ffff:ffff:ffff:ffff,2603:30f5:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2800:2422:c000::,2800:2422:ffff:ffff:ffff:ffff:ffff:ffff,2800:2422:c000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
45.88.101.0,45.88.101.255,45.88.0.0,AS209372,web-singularity.eu,"SIA ""Singularity Telecom""",isp,LV
2a01:23b4:c000::,2a01:23b4:ffff:ffff:ffff:ffff:ffff:ffff,2a01:23b4:c000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2408:160::,2408:160:3fff:ffff:ffff:ffff:ffff:ffff,2408:160::,AS9595,ntt-me.co.jp,NTT-ME Corporation,isp,JP
2400:22b1:c000::,2400:22b1:ffff:ffff:ffff:ffff:ffff:ffff,2400:22b1:c000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
2804:7080:8000::,2804:7080:bfff:ffff:ffff:ffff:ffff:ffff,2804:7080:8000::,AS270730,agilytelecom.net.br,AGILYTELECOM LTDA,isp,BR
193.224.0.0,193.224.238.255,193.224.0.0,AS1955,gov.hu,KIFU (Governmental Info Tech Development Agency),isp,HU
2a09:c83:8000::,2a09:c83:bfff:ffff:ffff:ffff:ffff:ffff,2a09:c83:8000::,AS41743,,OPTIMASET Ltd.,isp,RU
198.177.28.0,198.177.31.255,198.177.0.0,AS11280,snappydsl.net,SNAPPYDSL.NET,isp,US
240a:ce3a::,240a:ce3a:3fff:ffff:ffff:ffff:ffff:ffff,240a:ce3a::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
204.49.178.0,204.49.184.255,204.49.0.0,AS394859,valp.org,Valparaiso Broadband Communication Systems,isp,US
2c0e:28c2::,2c0e:28c2:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:28c2::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
45.124.206.0,45.124.206.255,45.124.0.0,AS9311,hitrontech.com,HITRON TECHNOLOGY INC.,business,TW
2001:82a3:8000::,2001:82a3:bfff:ffff:ffff:ffff:ffff:ffff,2001:82a3:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2c0e:902:4000::,2c0e:902:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:902:4000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
2001:f90:4000::,2001:f90:7fff:ffff:ffff:ffff:ffff:ffff,2001:f90:4000::,AS4609,ctm.net,Companhia de Telecomunicacoes de Macau SARL,isp,MO
2a00:22ed:8000::,2a00:22ed:bfff:ffff:ffff:ffff:ffff:ffff,2a00:22ed:8000::,AS5400,bt.com,British Telecommunications PLC,isp,GB
112.65.116.0,112.65.117.255,112.65.0.0,AS138421,chinaunicom.cn,China Unicom,isp,CN
167.100.20.0,167.100.21.255,167.100.0.0,AS36724,hanson-cpa.com,"Hanson Communications, Inc.",isp,US
36.105.192.0,36.105.207.255,36.105.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
87.99.96.0,87.99.127.255,87.99.0.0,AS30838,telpol.net.pl,Jerzy Krempa Telpol PPMUE,isp,PL
2a12:3545:c000::,2a12:3545:ffff:ffff:ffff:ffff:ffff:ffff,2a12:3545:c000::,AS60135,megaspacenet.com,Megaspace Ltd,business,GB
240e:9e1:4000::,240e:9e1:7fff:ffff:ffff:ffff:ffff:ffff,240e:9e1:4000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2003:c27:c000::,2003:c27:ffff:ffff:ffff:ffff:ffff:ffff,2003:c27:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
138.157.216.0,138.157.216.255,138.157.0.0,AS637,mail.mil,DoD Network Information Center,isp,US
2603:2fe5:c000::,2603:2fe5:ffff:ffff:ffff:ffff:ffff:ffff,2603:2fe5:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2003:1041:4000::,2003:1041:7fff:ffff:ffff:ffff:ffff:ffff,2003:1041:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
216.10.70.0,216.10.71.255,216.10.0.0,AS394470,ecloud360.com,Ecloud360,business,US
2600:980a::,2600:980a:3fff:ffff:ffff:ffff:ffff:ffff,2600:980a::,AS4193,wa.gov,State of Washington,isp,US
199.36.84.0,199.36.87.255,199.36.0.0,AS14265,tpx.com,TPx Communications,hosting,US
2a04:3106:4000::,2a04:3106:7fff:ffff:ffff:ffff:ffff:ffff,2a04:3106:4000::,AS196976,zitcom.dk,team.blue Denmark A/S,isp,DK
202.130.196.0,202.130.202.255,202.130.0.0,AS38195,superloop.com,Superloop,isp,AU
120.239.152.0,120.239.183.255,120.239.0.0,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2003:114e:8000::,2003:114e:bfff:ffff:ffff:ffff:ffff:ffff,2003:114e:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2c0e:549:c000::,2c0e:549:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:549:c000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
103.168.44.0,103.168.44.255,103.168.0.0,AS142307,cybmedia.com,PT CYB Media Group,isp,ID
210.211.224.0,210.211.227.255,210.211.0.0,AS17908,tatacommunications.com,Tata Communications,business,IN
2003:700::,2003:700:3fff:ffff:ffff:ffff:ffff:ffff,2003:700::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
67.17.172.0,67.17.175.255,67.17.0.0,AS16948,citynet.net,CityNet,business,US
240a:a555:c000::,240a:a555:ffff:ffff:ffff:ffff:ffff:ffff,240a:a555:c000::,AS144015,,,inactive,
2602:33d:c000::,2602:33d:ffff:ffff:ffff:ffff:ffff:ffff,2602:33d:c000::,AS7018,att.com,"AT&T Services, Inc.",isp,US
2604:cec0::,2604:cec0:3fff:ffff:ffff:ffff:ffff:ffff,2604:cec0::,AS36472,as36472.net,VivosWeb Inc.,business,CA
2a0f:9cc1::,2a0f:9cc1:3fff:ffff:ffff:ffff:ffff:ffff,2a0f:9cc1::,AS212144,trafficforce.lt,"trafficforce, UAB",isp,LT
194.107.21.0,194.107.21.255,194.107.0.0,AS34052,logika.ru,OOO NPP Logika,business,RU
